"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"SilverPepper Merger Arbitrage Advisor","","FS0000A4G0","0C00009WPA","SilverPepper","BN00000FW6","SilverPepper","2013-10-31","","2023-10-31","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Event Driven","No","No","No","","SilverPepper LLC","United States","","No","","SilverPepper Merger Arbitrage Instl","Yes","Chicago Capital Management, LLC","No","No","","","-1,664,582.61","-2,556,594.80","-583,030.75","-101,939.20","","5,105,044.00","4,941,195.00","3,100,569.00","3,027,726.00","3,215,367.00","3,134,853.00","3,146,394.00","3,160,895.00","3,253,042.00","3,267,071.00","3,625,647.00","3,740,016.00","3,630,193.00","3,398,792.00","1,824,603.00","1,700,413.00","1,661,028.00","1,499,118.00","1,384,634.00","1,355,212.00","1,451,468.00","1,432,689.00","1,416,892.00","941,874.00","904,866.00","863,636.00","831,874.00","838,895.00","783,352.00","399,758.00","403,048.00","398,656.00","400,938.00","390,254.00","384,824.00","386,700.00","384,627.00","383,233.00","378,125.00","369,766.00","371,377.00","549,721.00","367,675.00","351,459.00","346,112.00","349,764.00","342,367.00","293,552.00","291,200.00","292,676.00","291,940.00","293,516.00","286,821.00","297,042.00","302,439.00","306,851.00","306,126.00","294,234.00","",""
"SilverPepper Merger Arbitrage Instl","","FS0000A4G0","0C00009WPA","SilverPepper","BN00000FW6","SilverPepper","2013-10-31","","2023-10-31","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Event Driven","No","No","No","","SilverPepper LLC","United States","","Yes","","SilverPepper Merger Arbitrage Instl","Yes","Chicago Capital Management, LLC","No","No","","","-6,699,007.76","-41,864,623.20","-6,202,818.86","5,768,600.85","","61,339,072.00","62,077,332.00","61,422,601.00","60,718,994.00","60,346,426.00","59,845,027.00","61,258,946.00","61,823,136.00","61,029,672.00","61,508,907.00","61,255,324.00","61,463,342.00","60,419,444.00","60,938,055.00","48,351,862.00","50,041,334.00","48,580,785.00","47,911,676.00","45,602,352.00","33,368,523.00","21,352,191.00","15,649,945.00","16,044,880.00","15,608,528.00","15,530,144.00","15,434,985.00","14,937,007.00","15,050,260.00","15,042,544.00","13,141,705.00","13,292,058.00","13,014,257.00","10,220,900.00","10,140,930.00","10,106,344.00","10,091,134.00","9,932,403.00","9,750,549.00","9,648,936.00","9,583,393.00","9,607,351.00","10,053,396.00","10,883,074.00","13,373,010.00","14,506,809.00","15,038,990.00","15,533,956.00","16,157,672.00","17,253,905.00","16,498,699.00","16,601,235.00","16,284,918.00","14,669,131.00","14,965,061.00","14,907,497.00","15,181,041.00","16,208,093.00","9,333,989.00","",""
"Gabelli Entpr Mergers & Acquisitions T","","FSUSA008TE","0C00002JPL","Gabelli","BN00000EII","Gabelli","2017-06-30","","2018-09-20","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Event Driven","No","No","No","","Gabelli Funds LLC","United States","Mario J. Gabelli","No","EMAYX","Gabelli Entpr Mergers & Acquisitions Y","No","","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MProved Systematic Merger Arbitrage Inv","","FS0000DHLU","0C0000BCLE","MProved","BN00000JIQ","MProved","2018-01-04","","2021-09-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Event Driven","No","No","No","","Magnetar Asset Management LLC","United States","","No","","MProved Systematic Merger Arbitrage Insl","No","","No","No","","","615.33","47.40","","","","26,345.00","26,319.00","26,500.00","26,363.00","26,305.00","26,351.00","26,639.00","26,463.00","26,519.00","26,755.00","26,935.00","26,180.00","25,990.00","26,256.00","25,146.00","25,629.00","25,742.00","25,579.00","25,696.00","25,590.00","25,560.00","25,794.00","25,918.00","25,838.00","26,112.00","26,351.00","26,558.00","27,697.00","28,082.00","27,659.00","26,544.00","11,435.00","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MProved Systematic Merger Arbitrage Insl","","FS0000DHLU","0C0000BCLE","MProved","BN00000JIQ","MProved","2018-01-03","","2021-09-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Event Driven","No","No","No","","Magnetar Asset Management LLC","United States","","Yes","","MProved Systematic Merger Arbitrage Insl","No","","No","No","","","126,877.24","31,931,101.76","","","","2,164,326.00","2,162,630.00","2,177,930.00","2,167,128.00","2,162,851.00","2,167,063.00","2,191,219.00","2,177,223.00","2,182,284.00","2,202,252.00","2,217,543.00","2,228,806.00","2,213,157.00","2,236,149.00","2,142,093.00","2,183,713.00","2,193,756.00","17,032,112.00","23,170,429.00","25,736,462.00","30,261,638.00","33,290,817.00","34,496,088.00","34,348,043.00","36,539,869.00","41,611,091.00","42,272,520.00","45,322,901.00","46,020,894.00","45,690,891.00","42,722,646.00","43,568,619.00","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICON Energy A","","FSUSA003DR","0C00001IS5","ICON Funds","BN0000092E","ICON","2010-09-30","","2020-07-10","Merged","ICON Natural Resources New Inv{mg}","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","ICON Advisers Inc","United States","","No","","ICON Energy S","No","","No","No","","","-1,090,730.22","","","","","4,380,320.00","4,294,827.00","3,939,195.00","3,701,976.00","3,185,158.00","3,526,200.00","3,340,799.00","3,077,692.00","3,188,822.00","3,064,075.00","3,031,970.00","3,112,001.00","2,668,802.00","1,819,370.00","1,178,316.00","1,582,797.00","1,655,698.00","1,620,788.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICON Energy C","","FSUSA003DR","0C00001IS5","ICON Funds","BN0000092E","ICON","2010-09-30","","2020-07-10","Merged","ICON Natural Resources New Inv{mg}","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","ICON Advisers Inc","United States","","No","","ICON Energy S","No","","No","No","","","-664,509.40","","","","","3,915,882.00","3,847,091.00","4,012,412.00","3,931,521.00","3,382,459.00","3,600,362.00","3,463,541.00","3,163,849.00","3,257,552.00","3,036,254.00","2,900,913.00","3,015,022.00","2,551,859.00","2,169,533.00","1,337,130.00","1,725,772.00","1,758,804.00","1,601,960.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Baron Energy and Resources Retail","","FS00008N76","0C00001YPS","Baron Capital Group, Inc.","BN00000MTJ","Baron Capital","2011-12-30","","2019-04-29","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","BAMCO Inc","United States","","No","","Baron Energy and Resources Institutional","No","","","","","","","","","","","27,884,321.00","8,202,885.00","4,710,091.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Baron Energy and Resources Institutional","","FS00008N76","0C00001YPS","Baron Capital Group, Inc.","BN00000MTJ","Baron Capital","2011-12-30","","2019-04-29","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","BAMCO Inc","United States","","Yes","","Baron Energy and Resources Institutional","No","","","","","","","","","","","8,488,246.00","4,517,152.00","3,033,613.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MainStay Cushing® Energy Income A","","FS00009GGY","0C00001IZ1","MainStay","BN00000BDQ","New York Life","2012-07-02","","2020-05-22","Merged","MainStay CBRE Global Infrastructure A","US56064L3309","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","New York Life Investment Management LLC","United States","Jerry V. Swank;Nick English;","No","","MainStay Cushing® Energy Income I","Yes","Cushing Asset Management, LP","No","No","","","-4,816,919.91","","","","","19,668,152.00","18,816,358.00","18,672,258.00","18,298,828.00","16,235,323.00","16,466,377.00","15,612,154.00","14,400,447.00","14,325,934.00","13,451,184.00","12,769,581.00","13,724,501.00","11,632,433.00","9,758,690.00","5,194,654.00","6,919,249.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MainStay Cushing® Energy Income I","","FS00009GGY","0C00001IZ1","MainStay","BN00000BDQ","New York Life","2012-07-02","","2020-05-22","Merged","MainStay CBRE Global Infrastructure I","US56064L2988","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","New York Life Investment Management LLC","United States","Jerry V. Swank;Nick English;","Yes","","MainStay Cushing® Energy Income I","Yes","Cushing Asset Management, LP","No","No","","","609,100.29","","","","","4,425,853.00","4,574,370.00","4,893,950.00","4,775,817.00","3,577,408.00","3,653,090.00","3,391,977.00","3,074,664.00","3,094,689.00","2,847,226.00","3,402,424.00","8,482,661.00","3,610,490.00","2,746,309.00","3,103,690.00","4,675,999.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MainStay Cushing® Energy Income C","","FS00009GGY","0C00001IZ1","MainStay","BN00000BDQ","New York Life","2012-07-02","","2020-05-22","Merged","MainStay CBRE Global Infrastructure C","US56064L3143","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","New York Life Investment Management LLC","United States","Jerry V. Swank;Nick English;","No","","MainStay Cushing® Energy Income I","Yes","Cushing Asset Management, LP","No","No","","","-1,912,207.36","","","","","8,161,128.00","8,052,150.00","7,961,129.00","7,793,917.00","6,865,501.00","6,876,996.00","6,297,736.00","5,933,008.00","5,751,727.00","5,410,017.00","5,359,288.00","6,360,794.00","5,271,776.00","4,015,829.00","2,575,501.00","3,419,148.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tortoise Energy Evolution A","","FS0000A942","0C00008EO4","Tortoise Capital Advisors, LLC","BN00000N51","TortoiseEcofin","2013-09-30","","2020-12-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","TCA Advisors","United States","","No","","Tortoise Energy Evolution Instl","Yes","Ecofin Advisors Limited","Yes","Yes","","","-982,436.73","-2,094,102.81","","","","3,284,058.00","3,142,967.00","3,256,238.00","3,298,497.00","2,897,329.00","3,097,581.00","2,976,651.00","2,559,327.00","2,578,340.00","2,415,499.00","2,348,990.00","2,317,596.00","2,180,784.00","1,955,183.00","1,351,905.00","1,485,022.00","1,513,373.00","1,408,063.00","1,799,711.00","1,822,564.00","1,619,928.00","1,680,921.00","1,937,587.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tortoise Energy Evolution Instl","","FS0000A942","0C00008EO4","Tortoise Capital Advisors, LLC","BN00000N51","TortoiseEcofin","2013-09-30","","2020-12-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","TCA Advisors","United States","","Yes","","Tortoise Energy Evolution Instl","Yes","Ecofin Advisors Limited","Yes","Yes","","","-7,579,492.54","-12,610,816.89","","","","19,492,581.00","18,796,607.00","19,534,604.00","21,240,729.00","18,867,131.00","19,836,866.00","18,938,177.00","17,246,957.00","17,843,256.00","17,254,581.00","21,749,802.00","15,321,040.00","15,234,793.00","12,526,035.00","4,509,662.00","5,360,735.00","5,532,786.00","5,773,217.00","6,430,910.00","6,305,286.00","6,218,169.00","5,998,241.00","6,776,197.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tortoise Energy Evolution C","","FS0000A942","0C00008EO4","Tortoise Capital Advisors, LLC","BN00000N51","TortoiseEcofin","2013-09-30","","2020-12-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","TCA Advisors","United States","","No","","Tortoise Energy Evolution Instl","Yes","Ecofin Advisors Limited","Yes","Yes","","","-1,289,376.53","-1,049,952.00","","","","2,734,841.00","2,450,489.00","2,389,153.00","2,224,671.00","1,961,917.00","2,107,619.00","2,031,690.00","1,636,834.00","1,459,941.00","1,393,533.00","1,331,575.00","1,172,482.00","1,054,080.00","953,875.00","629,057.00","692,726.00","708,871.00","713,067.00","768,946.00","718,557.00","682,174.00","737,760.00","750,712.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MainStay Cushing® Energy Income Investor","","FS00009GGY","0C00001IZ1","MainStay","BN00000BDQ","New York Life","2014-07-11","","2020-05-22","Merged","MainStay CBRE Global Infrastructure Inv","US56064L3226","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","New York Life Investment Management LLC","United States","Jerry V. Swank;Nick English;","No","","MainStay Cushing® Energy Income I","Yes","Cushing Asset Management, LP","No","No","","","-21,916.18","","","","","1,941,132.00","1,927,451.00","2,100,959.00","2,037,291.00","1,786,693.00","1,840,759.00","1,741,028.00","1,599,910.00","1,702,534.00","1,612,953.00","1,573,852.00","1,725,513.00","1,515,128.00","1,279,652.00","774,029.00","1,029,048.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Invesco Opp SteelPath Panoramic A","","FS0000BXCV","0C00006B4V","Invesco","BN0000094U","Invesco","2015-11-18","","2019-10-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","Invesco Advisers, Inc.","United States","","No","","Invesco Opp SteelPath Panoramic R6","No","","No","No","","","","","","","","14,127,045.00","13,738,625.00","13,879,223.00","14,645,482.00","12,654,413.00","13,796,647.00","12,968,196.00","11,309,615.00","11,521,919.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Invesco Opp SteelPath Panoramic C","","FS0000BXCV","0C00006B4V","Invesco","BN0000094U","Invesco","2015-11-18","","2019-10-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","Invesco Advisers, Inc.","United States","","No","","Invesco Opp SteelPath Panoramic R6","No","","No","No","","","","","","","","1,214,104.00","1,137,814.00","1,176,837.00","1,212,399.00","1,042,951.00","914,814.00","833,430.00","735,608.00","759,078.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Invesco Opp SteelPath Panoramic R6","","FS0000BXCV","0C00006B4V","Invesco","BN0000094U","Invesco","2015-11-18","","2019-10-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","Invesco Advisers, Inc.","United States","","Yes","","Invesco Opp SteelPath Panoramic R6","No","","No","No","","","","","","","","8,263.00","8,156.00","8,399.00","8,652.00","7,539.00","8,158.00","7,751.00","6,947.00","7,291.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Invesco Opp SteelPath Panoramic R","","FS0000BXCV","0C00006B4V","Invesco","BN0000094U","Invesco","2015-11-18","","2019-10-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","Invesco Advisers, Inc.","United States","","No","","Invesco Opp SteelPath Panoramic R6","No","","No","No","","","","","","","","1,372,375.00","1,244,917.00","1,266,491.00","1,348,288.00","1,225,181.00","1,335,332.00","1,262,646.00","1,007,828.00","957,034.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Invesco Opp SteelPath Panoramic Y","","FS0000BXCV","0C00006B4V","Invesco","BN0000094U","Invesco","2015-11-18","","2019-10-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","Invesco Advisers, Inc.","United States","","No","","Invesco Opp SteelPath Panoramic R6","No","","No","No","","","","","","","","1,814,276.00","1,825,798.00","2,106,274.00","2,157,952.00","2,096,743.00","2,271,260.00","2,154,090.00","1,914,371.00","1,655,636.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Miller/Howard Drill Bit to Burner Tp®Adv","","FS0000C74O","0C0000B0QX","Miller/Howard Funds Trust","BN00000HOJ","Miller/Howard","2015-12-31","","2019-12-31","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","MHI Funds, LLC","United States","","No","","Miller/Howard Drill Bit to Burner Tp® I","No","","No","No","","","-710,104.62","","","","","695,175.00","652,136.00","617,469.00","627,303.00","568,344.00","617,620.00","614,730.00","566,150.00","593,474.00","578,492.00","584,218.00","374,435.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Miller/Howard Drill Bit to Burner Tp® I","","FS0000C74O","0C0000B0QX","Miller/Howard Funds Trust","BN00000HOJ","Miller/Howard","2015-12-31","","2019-12-31","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","MHI Funds, LLC","United States","","Yes","","Miller/Howard Drill Bit to Burner Tp® I","No","","No","No","","","-5,224,244.70","","","","","5,642,183.00","5,662,201.00","5,809,842.00","5,930,663.00","5,370,475.00","5,786,631.00","5,662,607.00","5,654,953.00","5,918,977.00","5,632,709.00","5,676,155.00","1,369,223.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Integrity Energized Dividend A","","FS0000CDDW","0C00001YSI","IntegrityVikingFunds","BN00000947","Integrity","2016-05-02","","2021-06-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","Viking Fund Management Llc","United States","","Yes","","Integrity Energized Dividend A","No","","No","No","","","362,387.14","-288,893.73","","","","2,855,109.00","2,998,982.00","3,010,205.00","3,093,051.00","2,996,651.00","3,240,298.00","3,140,783.00","2,979,900.00","3,056,291.00","2,984,458.00","3,097,026.00","3,085,706.00","2,865,028.00","2,385,223.00","1,593,113.00","1,780,257.00","1,817,425.00","1,799,586.00","1,827,830.00","1,870,355.00","1,585,244.00","1,461,714.00","1,816,840.00","1,852,898.00","1,992,016.00","2,201,643.00","1,579,718.00","1,221,451.00","920,871.00","704,358.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Integrity Energized Dividend C","","FS0000CDDW","0C00001YSI","IntegrityVikingFunds","BN00000947","Integrity","2016-05-02","","2021-06-30","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Equity Energy","No","No","No","","Viking Fund Management Llc","United States","","No","","Integrity Energized Dividend A","No","","No","No","","","-91,463.91","144,354.76","","","","315,599.00","326,029.00","285,911.00","286,534.00","281,256.00","317,457.00","310,643.00","250,027.00","236,756.00","231,206.00","234,510.00","220,911.00","204,450.00","181,167.00","212,250.00","244,768.00","252,936.00","267,852.00","259,610.00","202,752.00","182,600.00","174,156.00","306,704.00","314,252.00","373,737.00","398,462.00","138,660.00","113,245.00","113,433.00","93,188.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
